10,10,22,14,22,20,32
10,10,22,14,22,20,32
20,0,32,10,28,22,30
20,0,32,10,28,22,30
20,0,32,10,28,22,30
14,32,0,30,14,22,36
10,14,10,20,10,14,28
14,14,20,10,14,10,22
14,14,20,10,14,10,22
14,14,20,10,14,10,22
32,14,40,10,32,22,22
22,36,10,32,10,20,32
20,28,14,22,0,10,22
20,28,14,22,0,10,22
20,28,14,22,0,10,22
22,22,12,14,10,0,14
28,20,32,10,20,10,10
28,20,32,10,20,10,10
32,42,20,36,14,22,30
32,42,20,36,14,22,30
32,42,20,36,14,22,30
32,42,20,36,14,22,30
30,36,22,28,10,14,20
45,32,45,22,32,22,10
45,32,45,22,32,22,10
